date,origin,destination,class,demand,avg_ticket_price,competitor_prices,revenue
1/1/2024,LHR,SYD,Economy,58,547.36,"{'Emirates': 617.1, 'Qatar Airways': 609.32, 'Turkish Airlines': 507.61}",31746.84
1/1/2024,LHR,SYD,Business,22,1839.25,"{'Emirates': 1614.74, 'Qatar Airways': 2058.43, 'Turkish Airlines': 2060.19}",40463.54
1/1/2024,LHR,SYD,First,6,5018.46,"{'Emirates': 5618.5, 'Qatar Airways': 5178.7, 'Turkish Airlines': 4279.54}",30110.78
1/1/2024,LHR,BKK,Economy,52,517.48,"{'Emirates': 547.27, 'Qatar Airways': 541.07, 'Turkish Airlines': 474.68}",26909.13
1/1/2024,LHR,BKK,Business,21,1878.31,"{'Emirates': 2017.21, 'Qatar Airways': 1962.63, 'Turkish Airlines': 2075.1}",39444.6
1/1/2024,LHR,BKK,First,3,4992.29,"{'Emirates': 5579.45, 'Qatar Airways': 5188.69, 'Turkish Airlines': 5433.82}",14976.87
1/1/2024,JFK,LHR,Economy,79,534.12,"{'Emirates': 485.28, 'Qatar Airways': 569.76, 'Turkish Airlines': 498.99}",42195.1
1/1/2024,JFK,LHR,Business,21,2047.32,"{'Emirates': 2332.08, 'Qatar Airways': 2264.14, 'Turkish Airlines': 1921.07}",42993.8
1/1/2024,JFK,LHR,First,6,4992.72,"{'Emirates': 4389.36, 'Qatar Airways': 5164.98, 'Turkish Airlines': 5726.73}",29956.3
1/1/2024,JFK,DEL,Economy,79,587.24,"{'Emirates': 622.92, 'Qatar Airways': 562.49, 'Turkish Airlines': 550.88}",46392.33
1/1/2024,JFK,DEL,Business,22,2106.62,"{'Emirates': 2201.39, 'Qatar Airways': 2234.26, 'Turkish Airlines': 2293.56}",46345.64
1/1/2024,JFK,DEL,First,3,5231.47,"{'Emirates': 4896.46, 'Qatar Airways': 5374.02, 'Turkish Airlines': 4494.61}",15694.4
1/1/2024,JFK,SYD,Economy,76,313.27,"{'Emirates': 338.65, 'Qatar Airways': 286.57, 'Turkish Airlines': 324.82}",23808.78
1/1/2024,JFK,SYD,Business,12,2214.39,"{'Emirates': 2364.59, 'Qatar Airways': 2530.51, 'Turkish Airlines': 2225.22}",26572.73
1/1/2024,JFK,SYD,First,3,5063.39,"{'Emirates': 5766.16, 'Qatar Airways': 5573.75, 'Turkish Airlines': 5361.08}",15190.18
1/1/2024,JFK,BKK,Economy,67,531.78,"{'Emirates': 566.01, 'Qatar Airways': 557.33, 'Turkish Airlines': 496.67}",35629.04
1/1/2024,JFK,BKK,Business,30,1838.78,"{'Emirates': 1900.41, 'Qatar Airways': 1794.43, 'Turkish Airlines': 1699.62}",55163.32
1/1/2024,JFK,BKK,First,1,5044.38,"{'Emirates': 5005.3, 'Qatar Airways': 4435.78, 'Turkish Airlines': 5031.69}",5044.38
1/1/2024,DEL,LHR,Economy,76,577.46,"{'Emirates': 559.88, 'Qatar Airways': 597.53, 'Turkish Airlines': 600.87}",43887.22
1/1/2024,DEL,LHR,Business,25,1901.85,"{'Emirates': 1656.84, 'Qatar Airways': 1983.11, 'Turkish Airlines': 1631.7}",47546.23
1/1/2024,DEL,LHR,First,8,5046.21,"{'Emirates': 4394.28, 'Qatar Airways': 4441.84, 'Turkish Airlines': 4316.86}",40369.68
1/1/2024,DEL,JFK,Economy,54,588.5,"{'Emirates': 504.33, 'Qatar Airways': 644.02, 'Turkish Airlines': 549.99}",31778.95
1/1/2024,DEL,JFK,Business,14,1953.55,"{'Emirates': 2174.77, 'Qatar Airways': 2091.31, 'Turkish Airlines': 2131.41}",27349.66
1/1/2024,DEL,JFK,First,6,5054.71,"{'Emirates': 5598.21, 'Qatar Airways': 4947.04, 'Turkish Airlines': 5435.13}",30328.26
1/1/2024,DEL,SYD,Economy,101,479.78,"{'Emirates': 480.54, 'Qatar Airways': 526.77, 'Turkish Airlines': 453.88}",48457.85
1/1/2024,DEL,SYD,Business,21,2032.42,"{'Emirates': 2307.16, 'Qatar Airways': 2077.19, 'Turkish Airlines': 2112.8}",42680.75
1/1/2024,DEL,SYD,First,6,4986.99,"{'Emirates': 4325.05, 'Qatar Airways': 5061.09, 'Turkish Airlines': 4899.51}",29921.91
1/1/2024,DEL,BKK,Economy,78,541.29,"{'Emirates': 560.49, 'Qatar Airways': 476.52, 'Turkish Airlines': 473.76}",42220.87
1/1/2024,DEL,BKK,Business,25,1943.63,"{'Emirates': 2063.88, 'Qatar Airways': 1699.52, 'Turkish Airlines': 1701.55}",48590.69
1/1/2024,DEL,BKK,First,8,4796.29,"{'Emirates': 5380.99, 'Qatar Airways': 4236.85, 'Turkish Airlines': 4785.68}",38370.34
1/1/2024,SYD,LHR,Economy,51,657,"{'Emirates': 686.41, 'Qatar Airways': 705.5, 'Turkish Airlines': 673.44}",33507.16
1/1/2024,SYD,LHR,Business,29,1965.68,"{'Emirates': 2238.84, 'Qatar Airways': 1678.0, 'Turkish Airlines': 2242.77}",57004.72
1/1/2024,SYD,LHR,First,4,5045.77,"{'Emirates': 5756.17, 'Qatar Airways': 5080.73, 'Turkish Airlines': 5241.64}",20183.07
1/1/2024,SYD,JFK,Economy,89,587.23,"{'Emirates': 507.15, 'Qatar Airways': 548.64, 'Turkish Airlines': 666.58}",52263.65
1/1/2024,SYD,JFK,Business,27,2018.33,"{'Emirates': 1883.54, 'Qatar Airways': 1829.49, 'Turkish Airlines': 1996.35}",54495.02
1/1/2024,SYD,JFK,First,5,5057.13,"{'Emirates': 4545.28, 'Qatar Airways': 5680.57, 'Turkish Airlines': 5546.47}",25285.67
1/1/2024,SYD,DEL,Economy,104,597.05,"{'Emirates': 582.41, 'Qatar Airways': 674.56, 'Turkish Airlines': 662.62}",62093.45
1/1/2024,SYD,DEL,Business,8,2029.55,"{'Emirates': 1957.03, 'Qatar Airways': 2315.66, 'Turkish Airlines': 2237.85}",16236.38
1/1/2024,SYD,DEL,First,4,4890.27,"{'Emirates': 5349.32, 'Qatar Airways': 5623.39, 'Turkish Airlines': 5618.87}",19561.06
1/1/2024,SYD,BKK,Economy,95,454.99,"{'Emirates': 448.24, 'Qatar Airways': 404.37, 'Turkish Airlines': 516.97}",43224.38
1/1/2024,SYD,BKK,Business,22,2062.28,"{'Emirates': 2135.37, 'Qatar Airways': 1974.53, 'Turkish Airlines': 1823.2}",45370.27
1/1/2024,SYD,BKK,First,7,5064.54,"{'Emirates': 5374.61, 'Qatar Airways': 4628.43, 'Turkish Airlines': 4512.05}",35451.76
1/2/2024,AUH,LHR,Economy,79,636.86,"{'Emirates': 714.08, 'Qatar Airways': 607.87, 'Turkish Airlines': 639.54}",50312.19
1/2/2024,AUH,LHR,Business,25,1829.66,"{'Emirates': 1807.23, 'Qatar Airways': 2093.15, 'Turkish Airlines': 1825.61}",45741.54
1/2/2024,AUH,LHR,First,2,4994.45,"{'Emirates': 4437.13, 'Qatar Airways': 4472.88, 'Turkish Airlines': 4453.29}",9988.89
1/2/2024,AUH,JFK,Economy,78,493.73,"{'Emirates': 518.55, 'Qatar Airways': 445.2, 'Turkish Airlines': 448.15}",38511.1
1/2/2024,AUH,JFK,Business,8,2095.51,"{'Emirates': 1892.47, 'Qatar Airways': 1836.95, 'Turkish Airlines': 1857.03}",16764.11
1/2/2024,AUH,JFK,First,5,4930.03,"{'Emirates': 5482.55, 'Qatar Airways': 5552.5, 'Turkish Airlines': 4280.86}",24650.14
1/2/2024,AUH,DEL,Economy,81,521.4,"{'Emirates': 472.05, 'Qatar Airways': 475.93, 'Turkish Airlines': 501.14}",42233.24
1/2/2024,AUH,DEL,Business,18,2164.5,"{'Emirates': 1863.64, 'Qatar Airways': 2003.74, 'Turkish Airlines': 2303.04}",38960.94
1/2/2024,AUH,DEL,First,4,4975.1,"{'Emirates': 4630.69, 'Qatar Airways': 4791.94, 'Turkish Airlines': 4258.79}",19900.39
1/2/2024,AUH,SYD,Economy,69,668.71,"{'Emirates': 726.73, 'Qatar Airways': 668.4, 'Turkish Airlines': 585.84}",46141.28
1/2/2024,AUH,SYD,Business,21,2088.16,"{'Emirates': 2045.35, 'Qatar Airways': 1854.86, 'Turkish Airlines': 1952.71}",43851.44
1/2/2024,AUH,SYD,First,6,4934.94,"{'Emirates': 4470.9, 'Qatar Airways': 4616.77, 'Turkish Airlines': 4451.37}",29609.61
1/2/2024,AUH,BKK,Economy,93,451.29,"{'Emirates': 439.16, 'Qatar Airways': 516.59, 'Turkish Airlines': 398.76}",41969.73
1/2/2024,AUH,BKK,Business,21,1942.32,"{'Emirates': 1750.55, 'Qatar Airways': 2040.59, 'Turkish Airlines': 2192.52}",40788.78
1/2/2024,AUH,BKK,First,4,5075.54,"{'Emirates': 5087.13, 'Qatar Airways': 4683.32, 'Turkish Airlines': 4489.07}",20302.16
1/2/2024,LHR,JFK,Economy,85,493.39,"{'Emirates': 498.22, 'Qatar Airways': 427.05, 'Turkish Airlines': 469.21}",41938.32
1/2/2024,LHR,JFK,Business,16,1878.9,"{'Emirates': 1778.76, 'Qatar Airways': 2053.57, 'Turkish Airlines': 1740.6}",30062.37
1/2/2024,LHR,JFK,First,9,5008.66,"{'Emirates': 5120.56, 'Qatar Airways': 5522.29, 'Turkish Airlines': 4467.38}",45077.93
1/2/2024,LHR,DEL,Economy,76,484.43,"{'Emirates': 435.64, 'Qatar Airways': 530.15, 'Turkish Airlines': 508.44}",36816.85
1/2/2024,LHR,DEL,Business,23,2120.12,"{'Emirates': 2081.41, 'Qatar Airways': 2041.85, 'Turkish Airlines': 2096.38}",48762.79
1/2/2024,LHR,DEL,First,6,4959.19,"{'Emirates': 5144.03, 'Qatar Airways': 4389.23, 'Turkish Airlines': 5613.56}",29755.15
1/2/2024,LHR,SYD,Economy,71,550.94,"{'Emirates': 556.47, 'Qatar Airways': 616.04, 'Turkish Airlines': 598.64}",39116.58
1/2/2024,LHR,SYD,Business,13,2124.73,"{'Emirates': 2280.23, 'Qatar Airways': 1827.4, 'Turkish Airlines': 2169.28}",27621.53
1/2/2024,LHR,SYD,First,5,4955.57,"{'Emirates': 4553.06, 'Qatar Airways': 5285.99, 'Turkish Airlines': 5282.69}",24777.85
1/2/2024,LHR,BKK,Economy,85,537.73,"{'Emirates': 497.69, 'Qatar Airways': 512.84, 'Turkish Airlines': 486.37}",45707.05
1/2/2024,LHR,BKK,Business,25,2065.44,"{'Emirates': 1850.64, 'Qatar Airways': 2118.87, 'Turkish Airlines': 2069.09}",51635.91
1/2/2024,LHR,BKK,First,4,4994.44,"{'Emirates': 5627.49, 'Qatar Airways': 5304.95, 'Turkish Airlines': 4473.83}",19977.77
1/2/2024,JFK,LHR,Economy,79,518.39,"{'Emirates': 584.57, 'Qatar Airways': 510.74, 'Turkish Airlines': 458.24}",40952.68
1/2/2024,JFK,LHR,Business,26,2010.01,"{'Emirates': 1949.11, 'Qatar Airways': 1741.53, 'Turkish Airlines': 1910.63}",52260.25
1/2/2024,JFK,LHR,First,0,5085.22,"{'Emirates': 5725.74, 'Qatar Airways': 4850.82, 'Turkish Airlines': 4851.74}",0
1/2/2024,JFK,DEL,Economy,76,267.93,"{'Emirates': 264.1, 'Qatar Airways': 239.06, 'Turkish Airlines': 241.91}",20362.4
1/2/2024,JFK,DEL,Business,23,2108.05,"{'Emirates': 2191.69, 'Qatar Airways': 1800.12, 'Turkish Airlines': 2211.47}",48485.06
1/2/2024,JFK,DEL,First,4,4815.51,"{'Emirates': 4818.68, 'Qatar Airways': 4953.31, 'Turkish Airlines': 4190.09}",19262.04
1/2/2024,JFK,SYD,Economy,100,442.63,"{'Emirates': 381.09, 'Qatar Airways': 438.92, 'Turkish Airlines': 451.24}",44263.38
1/2/2024,JFK,SYD,Business,18,1945.31,"{'Emirates': 1887.4, 'Qatar Airways': 1980.12, 'Turkish Airlines': 1744.11}",35015.65
1/2/2024,JFK,SYD,First,4,5048.53,"{'Emirates': 5289.23, 'Qatar Airways': 4332.29, 'Turkish Airlines': 4627.44}",20194.13
1/2/2024,JFK,BKK,Economy,58,422.73,"{'Emirates': 372.53, 'Qatar Airways': 460.77, 'Turkish Airlines': 381.97}",24518.53
1/2/2024,JFK,BKK,Business,18,2081.39,"{'Emirates': 2303.49, 'Qatar Airways': 2287.58, 'Turkish Airlines': 2017.19}",37464.96
1/2/2024,JFK,BKK,First,3,4905.96,"{'Emirates': 4476.03, 'Qatar Airways': 4209.11, 'Turkish Airlines': 4437.1}",14717.88
1/2/2024,DEL,LHR,Economy,94,447.73,"{'Emirates': 415.41, 'Qatar Airways': 431.57, 'Turkish Airlines': 459.86}",42086.4
1/2/2024,DEL,LHR,Business,16,2104.9,"{'Emirates': 2137.77, 'Qatar Airways': 2064.57, 'Turkish Airlines': 1975.11}",33678.41
1/2/2024,DEL,LHR,First,7,5215.52,"{'Emirates': 4836.7, 'Qatar Airways': 4651.24, 'Turkish Airlines': 5739.57}",36508.67
1/2/2024,DEL,JFK,Economy,56,567.23,"{'Emirates': 637.73, 'Qatar Airways': 502.18, 'Turkish Airlines': 580.25}",31764.64
1/2/2024,DEL,JFK,Business,18,1953.09,"{'Emirates': 1666.57, 'Qatar Airways': 1740.33, 'Turkish Airlines': 2187.47}",35155.53
1/2/2024,DEL,JFK,First,7,5052.69,"{'Emirates': 4365.98, 'Qatar Airways': 4546.84, 'Turkish Airlines': 5413.51}",35368.86
1/2/2024,DEL,SYD,Economy,58,347.6,"{'Emirates': 332.55, 'Qatar Airways': 370.44, 'Turkish Airlines': 326.44}",20160.71
1/2/2024,DEL,SYD,Business,22,1920.16,"{'Emirates': 2171.79, 'Qatar Airways': 2054.13, 'Turkish Airlines': 1755.95}",42243.43
1/2/2024,DEL,SYD,First,1,5256.01,"{'Emirates': 4994.64, 'Qatar Airways': 5683.18, 'Turkish Airlines': 4635.69}",5256.01
1/2/2024,DEL,BKK,Economy,63,490.39,"{'Emirates': 518.11, 'Qatar Airways': 480.81, 'Turkish Airlines': 453.09}",30894.82
1/2/2024,DEL,BKK,Business,23,1927.29,"{'Emirates': 2168.57, 'Qatar Airways': 1717.3, 'Turkish Airlines': 2187.61}",44327.58
1/2/2024,DEL,BKK,First,8,4975.25,"{'Emirates': 4559.13, 'Qatar Airways': 5703.13, 'Turkish Airlines': 5638.04}",39801.99
1/2/2024,SYD,LHR,Economy,98,391.89,"{'Emirates': 441.79, 'Qatar Airways': 447.28, 'Turkish Airlines': 444.13}",38405.65
1/2/2024,SYD,LHR,Business,22,2105.32,"{'Emirates': 1991.06, 'Qatar Airways': 2313.06, 'Turkish Airlines': 1812.89}",46316.94
1/2/2024,SYD,LHR,First,3,5125.58,"{'Emirates': 4457.24, 'Qatar Airways': 4841.55, 'Turkish Airlines': 5186.3}",15376.73
1/2/2024,SYD,JFK,Economy,92,410.54,"{'Emirates': 458.08, 'Qatar Airways': 424.81, 'Turkish Airlines': 377.65}",37769.61
1/2/2024,SYD,JFK,Business,22,1948.27,"{'Emirates': 1936.51, 'Qatar Airways': 2022.8, 'Turkish Airlines': 2166.68}",42861.97
1/2/2024,SYD,JFK,First,5,5140.93,"{'Emirates': 4812.8, 'Qatar Airways': 4826.78, 'Turkish Airlines': 4730.08}",25704.67
1/2/2024,SYD,DEL,Economy,69,306.63,"{'Emirates': 323.16, 'Qatar Airways': 280.71, 'Turkish Airlines': 348.02}",21157.62
1/2/2024,SYD,DEL,Business,23,1879.26,"{'Emirates': 2093.0, 'Qatar Airways': 2129.99, 'Turkish Airlines': 1860.88}",43222.99
1/2/2024,SYD,DEL,First,6,4948.25,"{'Emirates': 4482.77, 'Qatar Airways': 5363.28, 'Turkish Airlines': 4725.76}",29689.48
1/2/2024,SYD,BKK,Economy,110,440.11,"{'Emirates': 397.05, 'Qatar Airways': 426.41, 'Turkish Airlines': 474.2}",48411.83
1/2/2024,SYD,BKK,Business,25,1929.48,"{'Emirates': 1950.88, 'Qatar Airways': 1983.28, 'Turkish Airlines': 1975.84}",48236.97
1/2/2024,SYD,BKK,First,3,4929.64,"{'Emirates': 5603.5, 'Qatar Airways': 5465.19, 'Turkish Airlines': 5387.38}",14788.91
1/3/2024,AUH,LHR,Economy,70,325.15,"{'Emirates': 301.71, 'Qatar Airways': 346.94, 'Turkish Airlines': 324.74}",22760.17
1/3/2024,AUH,LHR,Business,12,1874.27,"{'Emirates': 1635.93, 'Qatar Airways': 2071.74, 'Turkish Airlines': 1871.54}",22491.19
1/3/2024,AUH,LHR,First,8,5082.05,"{'Emirates': 5383.12, 'Qatar Airways': 5356.69, 'Turkish Airlines': 5262.88}",40656.39
1/3/2024,AUH,JFK,Economy,100,550.73,"{'Emirates': 612.16, 'Qatar Airways': 472.95, 'Turkish Airlines': 604.56}",55072.74
1/3/2024,AUH,JFK,Business,15,2036.87,"{'Emirates': 2239.82, 'Qatar Airways': 2041.43, 'Turkish Airlines': 1735.24}",30553.01
1/3/2024,AUH,JFK,First,8,4960.67,"{'Emirates': 5022.08, 'Qatar Airways': 5649.69, 'Turkish Airlines': 4725.34}",39685.33
1/3/2024,AUH,DEL,Economy,69,517.55,"{'Emirates': 450.45, 'Qatar Airways': 486.65, 'Turkish Airlines': 549.88}",35711.27
1/3/2024,AUH,DEL,Business,14,2040.85,"{'Emirates': 2268.33, 'Qatar Airways': 2330.75, 'Turkish Airlines': 2327.92}",28571.92
1/3/2024,AUH,DEL,First,2,4986.9,"{'Emirates': 5391.44, 'Qatar Airways': 5261.12, 'Turkish Airlines': 4905.96}",9973.79
1/3/2024,AUH,SYD,Economy,67,296.48,"{'Emirates': 322.7, 'Qatar Airways': 313.7, 'Turkish Airlines': 271.64}",19863.89
1/3/2024,AUH,SYD,Business,12,1977.76,"{'Emirates': 2240.97, 'Qatar Airways': 1930.13, 'Turkish Airlines': 2059.95}",23733.1
1/3/2024,AUH,SYD,First,4,4885.3,"{'Emirates': 5107.59, 'Qatar Airways': 4692.62, 'Turkish Airlines': 5419.3}",19541.22
1/3/2024,AUH,BKK,Economy,69,534.27,"{'Emirates': 577.7, 'Qatar Airways': 589.53, 'Turkish Airlines': 576.11}",36864.8
1/3/2024,AUH,BKK,Business,17,2045.68,"{'Emirates': 2303.95, 'Qatar Airways': 2117.26, 'Turkish Airlines': 2227.66}",34776.48
1/3/2024,AUH,BKK,First,2,4995.98,"{'Emirates': 4342.82, 'Qatar Airways': 5118.84, 'Turkish Airlines': 4649.75}",9991.97
1/3/2024,LHR,JFK,Economy,86,356.92,"{'Emirates': 304.63, 'Qatar Airways': 311.14, 'Turkish Airlines': 345.41}",30695.33
1/3/2024,LHR,JFK,Business,18,2078.58,"{'Emirates': 2253.09, 'Qatar Airways': 1791.5, 'Turkish Airlines': 2066.42}",37414.44
1/3/2024,LHR,JFK,First,2,5042.55,"{'Emirates': 5221.29, 'Qatar Airways': 5348.83, 'Turkish Airlines': 5132.78}",10085.09
1/3/2024,LHR,DEL,Economy,75,399.84,"{'Emirates': 407.94, 'Qatar Airways': 422.56, 'Turkish Airlines': 435.89}",29987.85
1/3/2024,LHR,DEL,Business,13,1971.89,"{'Emirates': 2052.6, 'Qatar Airways': 2094.03, 'Turkish Airlines': 1694.79}",25634.57
1/3/2024,LHR,DEL,First,7,5131.74,"{'Emirates': 5058.33, 'Qatar Airways': 5352.78, 'Turkish Airlines': 5172.39}",35922.18
1/3/2024,LHR,SYD,Economy,70,519.76,"{'Emirates': 480.33, 'Qatar Airways': 466.67, 'Turkish Airlines': 577.73}",36383.2
1/3/2024,LHR,SYD,Business,20,1997.56,"{'Emirates': 2030.74, 'Qatar Airways': 2128.93, 'Turkish Airlines': 1834.84}",39951.29
1/3/2024,LHR,SYD,First,4,5214.23,"{'Emirates': 4835.18, 'Qatar Airways': 5155.76, 'Turkish Airlines': 5790.3}",20856.91
1/3/2024,LHR,BKK,Economy,83,377.42,"{'Emirates': 432.64, 'Qatar Airways': 325.35, 'Turkish Airlines': 418.98}",31326.14
1/3/2024,LHR,BKK,Business,22,1853.56,"{'Emirates': 1846.15, 'Qatar Airways': 2061.21, 'Turkish Airlines': 2076.38}",40778.38
1/3/2024,LHR,BKK,First,6,5040.16,"{'Emirates': 5658.64, 'Qatar Airways': 4555.83, 'Turkish Airlines': 4643.32}",30240.98
1/3/2024,JFK,LHR,Economy,123,431.44,"{'Emirates': 430.44, 'Qatar Airways': 398.72, 'Turkish Airlines': 479.43}",53066.99
1/3/2024,JFK,LHR,Business,17,1884.44,"{'Emirates': 1822.87, 'Qatar Airways': 2149.82, 'Turkish Airlines': 1747.71}",32035.53
1/3/2024,JFK,LHR,First,4,5031.92,"{'Emirates': 4533.4, 'Qatar Airways': 5061.77, 'Turkish Airlines': 4785.87}",20127.69
1/3/2024,JFK,DEL,Economy,80,650.08,"{'Emirates': 585.14, 'Qatar Airways': 585.25, 'Turkish Airlines': 559.72}",52006.08
1/3/2024,JFK,DEL,Business,22,2085.02,"{'Emirates': 2300.3, 'Qatar Airways': 2276.22, 'Turkish Airlines': 2138.41}",45870.49
1/3/2024,JFK,DEL,First,2,5072.76,"{'Emirates': 4371.72, 'Qatar Airways': 4497.68, 'Turkish Airlines': 5000.02}",10145.53
1/3/2024,JFK,SYD,Economy,97,505.19,"{'Emirates': 435.72, 'Qatar Airways': 451.9, 'Turkish Airlines': 578.95}",49003.88
1/3/2024,JFK,SYD,Business,37,2091.63,"{'Emirates': 2063.23, 'Qatar Airways': 2101.42, 'Turkish Airlines': 2084.63}",77390.41
1/3/2024,JFK,SYD,First,1,5034.65,"{'Emirates': 5343.8, 'Qatar Airways': 4584.33, 'Turkish Airlines': 5296.6}",5034.65
1/3/2024,JFK,BKK,Economy,114,607.31,"{'Emirates': 548.49, 'Qatar Airways': 642.4, 'Turkish Airlines': 668.91}",69233.2
1/3/2024,JFK,BKK,Business,28,1983.6,"{'Emirates': 2053.73, 'Qatar Airways': 2203.13, 'Turkish Airlines': 2025.62}",55540.91
1/3/2024,JFK,BKK,First,4,5163.34,"{'Emirates': 4553.95, 'Qatar Airways': 5407.85, 'Turkish Airlines': 5936.94}",20653.37
1/3/2024,DEL,LHR,Economy,85,385.37,"{'Emirates': 393.11, 'Qatar Airways': 412.93, 'Turkish Airlines': 429.13}",32756.06
1/3/2024,DEL,LHR,Business,20,2059.74,"{'Emirates': 2243.77, 'Qatar Airways': 2019.94, 'Turkish Airlines': 2256.14}",41194.8
1/3/2024,DEL,LHR,First,1,5070.12,"{'Emirates': 4867.0, 'Qatar Airways': 4912.19, 'Turkish Airlines': 5367.43}",5070.12
1/3/2024,DEL,JFK,Economy,68,370.69,"{'Emirates': 323.22, 'Qatar Airways': 382.19, 'Turkish Airlines': 389.39}",25206.61
1/3/2024,DEL,JFK,Business,20,1939.9,"{'Emirates': 2151.35, 'Qatar Airways': 1951.01, 'Turkish Airlines': 1927.79}",38798.05
1/3/2024,DEL,JFK,First,1,5102.26,"{'Emirates': 5267.42, 'Qatar Airways': 5507.71, 'Turkish Airlines': 5581.34}",5102.26
1/3/2024,DEL,SYD,Economy,108,743.98,"{'Emirates': 645.83, 'Qatar Airways': 840.94, 'Turkish Airlines': 710.86}",80349.33
1/3/2024,DEL,SYD,Business,11,1901.14,"{'Emirates': 2073.97, 'Qatar Airways': 1923.48, 'Turkish Airlines': 1793.52}",20912.55
1/3/2024,DEL,SYD,First,3,4889.64,"{'Emirates': 5155.32, 'Qatar Airways': 4422.35, 'Turkish Airlines': 4926.55}",14668.92
1/3/2024,DEL,BKK,Economy,88,639.74,"{'Emirates': 649.38, 'Qatar Airways': 552.11, 'Turkish Airlines': 665.3}",56297.25
1/3/2024,DEL,BKK,Business,33,1992.49,"{'Emirates': 2222.14, 'Qatar Airways': 1829.95, 'Turkish Airlines': 1820.36}",65752.02
1/3/2024,DEL,BKK,First,7,5181.96,"{'Emirates': 4553.18, 'Qatar Airways': 5374.51, 'Turkish Airlines': 5106.98}",36273.7
1/3/2024,SYD,LHR,Economy,89,417.18,"{'Emirates': 462.59, 'Qatar Airways': 381.73, 'Turkish Airlines': 366.58}",37129.07
1/3/2024,SYD,LHR,Business,18,2145.95,"{'Emirates': 2143.87, 'Qatar Airways': 2459.98, 'Turkish Airlines': 1911.89}",38627.09
1/3/2024,SYD,LHR,First,7,4831.47,"{'Emirates': 4945.09, 'Qatar Airways': 4504.13, 'Turkish Airlines': 4221.86}",33820.28
1/3/2024,SYD,JFK,Economy,63,441.34,"{'Emirates': 443.87, 'Qatar Airways': 384.09, 'Turkish Airlines': 481.11}",27804.65
